Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
single_family,,1599,2,3,1,2022,330000,206.3789869,4
single_family,,819,2,3,,2007,475500,580.5860806,19
single_family,,1650,2,4,1,1953,285000,172.7272727,73
single_family,,1260,2,3,1,1995,240000,190.4761905,31
land,,1650,0,,,,43000,26.06060606,2026
condos,condo,1543,2,3,2,1986,210000,136.0985094,40
single_family,,2468,4,4,2,2021,599899,243.0709076,5
single_family,,3630,5,5,2,,549000,151.2396694,2026
condos,condo,1310,2,3,,2016,274900,209.8473282,10
single_family,,2196,2,4,2,1920,250000,113.8433515,106
single_family,,1836,2,4,,2005,399999,217.8643791,21
land,,1650,0,,,,95000,57.57575758,2026
multi_family,,3800,,,,1989,399900,105.2368421,37
condos,condo,1028,2,2,1,1989,139900,136.0894942,37
single_family,,1967,3,4,2,,309015,157.0996441,2026
single_family,,1702,3,3,2,2024,285000,167.4500588,2
single_family,,2145,3,3,1,,1024990,477.8508159,2026
single_family,,1778,3,4,,2025,442000,248.5939258,1
multi_family,,2000,,,1,2025,289900,144.95,1
single_family,,1900,,4,2,,265999,139.9994737,2026
single_family,,1760,2,4,2,2010,295000,167.6136364,16
single_family,,841,1,3,1,1970,154900,184.1854935,56
single_family,,1361,1,3,1,1970,129000,94.78324761,56
single_family,,2860,3,4,2,1995,449000,156.993007,31
single_family,,1968,3,4,2,2004,335000,170.2235772,22
single_family,,1302,2,4,1,,225000,172.8110599,2026
single_family,,1182,2,3,1,,282990,239.4162437,2026
single_family,,1206,2,3,1,2002,315000,261.1940299,24
single_family,,6084,6,4,,,4395000,722.3865878,2026
single_family,,1700,2,3,,2025,254790,149.8764706,1
land,,1650,,,,,190000,115.1515152,2026
single_family,,1650,2,3,,1973,145000,87.87878788,53
single_family,,4276,5,5,3,1982,775000,181.2441534,44
single_family,,2246,3,3,2,,502000,223.5084595,2026
single_family,,1338,,3,1,,247999,185.3505232,2026
single_family,,800,2,3,1,2019,279900,349.875,7
townhomes,townhouse,1126,2,2,2,1983,200000,177.6198934,43
townhomes,townhouse,1450,3,3,2,2004,309900,213.7241379,22
single_family,,4026,4,3,2,1951,949998,235.9657228,75
single_family,,1448,2,3,1,1900,129000,89.08839779,126
single_family,,1584,2,2,1,2005,685000,432.4494949,21
single_family,,2640,3,4,,1999,415000,157.1969697,27
single_family,,2260,,3,2,,,0,2026
single_family,,888,1,2,1,,149900,168.8063063,2026
single_family,,780,1,2,1,1950,159900,205,76
single_family,,4400,6,5,2,2007,1525000,346.5909091,19
single_family,,5067,5,5,3,2009,1400000,276.297612,17
condos,condo,1069,3,2,2,1980,379900,355.3788587,46
single_family,,1461,2,3,1,2000,349900,239.4934976,26
condos,condo,1060,2,2,1,1981,484900,457.4528302,45
single_family,,2179,3,3,,,825000,378.6140431,2026
single_family,,1650,3,5,2,,375000,227.2727273,2026
single_family,,1900,2,4,1,2006,343500,180.7894737,20
townhouse,,1220,,3,2,,185999,152.4581967,2026
single_family,,5076,5,5,2,2021,9750000,1920.803783,5
single_family,,1385,2,2,1,2009,418000,301.8050542,17
single_family,,2493,3,4,1,1977,559900,224.5888488,49
single_family,,3509,3,3,2,1992,995000,283.5565688,34
condos,condo,768,2,2,1,1983,294500,383.4635417,43
single_family,,3111,3,4,2,1992,399000,128.2545805,34
single_family,,1550,2,3,1,2025,340000,219.3548387,1
single_family,,1500,2,4,2,1955,369900,246.6,71
condos,condo,1400,2,3,1,1958,274000,195.7142857,68
single_family,,1650,0,0,,,5000,3.03030303,2026
single_family,,5061,5,6,2,2020,3950000,780.4781664,6
single_family,,1650,1,3,1,,270000,163.6363636,2026
single_family,,2110,4,4,2,1957,295000,139.8104265,69
single_family,,864,2,2,,1953,149500,173.0324074,73
townhomes,townhouse,1194,2,3,,1990,185000,154.9413735,36
single_family,,2947,3,3,,1917,335900,113.980319,109
single_family,,1650,3,4,1,1982,349000,211.5151515,44
single_family,,1055,2,3,1,,229900,217.9146919,2026
single_family,,1490,2,3,2,,489000,328.1879195,2026
single_family,,2413,3,4,2,2019,437000,181.1023622,7
multi_family,,2316,2,4,1,1966,399000,172.2797927,60
single_family,,1024,1,3,,1960,113900,111.2304688,66
single_family,,3863,3,4,1,1987,2050000,530.6756407,39
single_family,,1248,2,3,1,1980,1100000,881.4102564,46
condos,condo,940,2,2,1,1998,189900,202.0212766,28
single_family,,2692,3,4,,1983,1995000,741.0846954,43
single_family,,2611,3,4,2,2018,334900,128.2650326,8
single_family,,2121,4,5,2,1935,3500000,1650.165017,91
single_family,,1394,2,3,1,1991,195000,139.8852224,35
single_family,,1400,3,3,2,2004,775000,553.5714286,22
single_family,,1875,2,3,2,1998,289999,154.6661333,28
townhomes,townhouse,1085,2,3,1,2003,240000,221.1981567,23
single_family,,1250,1,2,1,,265000,212,2026
condos,condo,1424,3,3,,1984,1550000,1088.483146,42
multi_family,,4125,4,13,,1830,1699000,411.8787879,196
condos,condo,2451,3,4,3,1972,397000,161.9747042,54
single_family,,2376,3,4,2,2023,314691,132.4457071,3
single_family,,2335,3,4,2,2007,379000,162.3126338,19
single_family,,2140,3,4,2,2016,418000,195.3271028,10
condos,condo,1432,2,2,1,2020,850000,593.575419,6
single_family,,1035,1,2,1,1920,77000,74.39613527,106
single_family,,1202,1,3,,1952,75000,62.39600666,74
single_family,,2101,3,3,1,,345000,164.2075202,2026
single_family,,1701,2,3,,1965,269900,158.6713698,61
single_family,,1618,2,3,1,2023,375000,231.7676143,3
single_family,,1650,1,3,1,1970,289000,175.1515152,56
condos,condo,922,2,2,1,1979,245000,265.7266811,47
single_family,,2016,3,5,2,1986,399000,197.9166667,40
condos,condo,1051,2,2,1,2005,129900,123.5965747,21
townhomes,townhouse,1863,4,4,2,2008,259798,139.4514224,18
single_family,,2574,3,4,,1992,524900,203.9238539,34
single_family,,2765,,4,2,,406990,147.1934901,2026
condos,condo,950,2,2,2,1988,165000,173.6842105,38
single_family,,1421,2,3,1,,271795,191.2702322,2026
single_family,,2332,4,5,1,2025,398650,170.9476844,1
single_family,,1650,2,4,2,2007,245000,148.4848485,19
single_family,,1650,2,4,1,1966,595000,360.6060606,60
single_family,,1720,2,3,1,2018,324000,188.372093,8
condos,condo,1432,2,2,1,2020,850000,593.575419,6
single_family,,3650,4,6,2,2005,899900,246.5479452,21
condos,condo,960,1,2,1,1999,209000,217.7083333,27
single_family,,1462,2,3,1,2007,289000,197.6744186,19
condos,condo,365,1,,1,1967,66500,182.1917808,59
single_family,,1200,2,3,1,1999,198000,165,27
single_family,,1316,2,3,1,2021,267000,202.887538,5
condos,condo,1592,3,3,,,599000,376.2562814,2026
single_family,,1842,2,3,1,2023,329000,178.6102063,3
single_family,,2293,4,5,2,1988,439900,191.8447449,38
condos,condo,3450,4,3,,2008,1198900,347.5072464,18
single_family,,2345,3,4,2,,298900,127.4626866,2026
single_family,,1414,2,3,1,1920,760000,537.4823197,106
single_family,,1244,2,3,1,1979,299990,241.1495177,47
condos,condo,760,1,1,1,,415000,546.0526316,2026
single_family,,1650,3,3,2,,550000,333.3333333,2026
condos,condo,600,1,1,1,2005,254900,424.8333333,21
multi_family,,3700,,7,,1980,749900,202.6756757,46
single_family,,4668,4,4,2,2008,790000,169.2373608,18
single_family,,1679,3,3,2,2022,245000,145.9201906,4
single_family,,1802,2,3,1,,399000,221.4206437,2026
single_family,,1350,2,3,1,,323500,239.6296296,2026
single_family,,1220,1,3,1,1952,269000,220.4918033,74
condos,condo,1238,2,2,2,1930,670000,541.1954766,96
single_family,,2258,2,3,,1973,615000,272.3649247,53
single_family,,1300,2,3,1,1988,269900,207.6153846,38
single_family,,1213,2,3,1,1996,249900,206.0181369,30
condos,condo,912,2,2,1,1980,227900,249.8903509,46
single_family,,1649,3,3,2,1995,669900,406.2462098,31
land,,1650,0,,,,43600,26.42424242,2026
single_family,,1300,2,3,1,2025,269900,207.6153846,1
single_family,,2750,3,3,2,2020,499000,181.4545455,6
townhomes,townhouse,1118,2,2,1,2011,165000,147.5849732,15
condos,condo,895,2,2,1,1984,479000,535.1955307,42
land,,1650,0,,,,49000,29.6969697,2026
single_family,,868,1,2,,1957,192500,221.7741935,69
single_family,,1392,2,3,,2025,232490,167.0186782,1
single_family,,1765,2,3,1,2025,375000,212.4645892,1
single_family,,3037,3,3,2,2003,825000,271.6496543,23
single_family,,2417,3,4,,2025,475000,196.5246173,1
single_family,,2800,2,3,2,,749000,267.5,2026
land,,1650,0,,,,53790,32.6,2026
single_family,,1012,2,3,1,,150000,148.2213439,2026
single_family,,1650,2,3,2,2006,410000,248.4848485,20
single_family,,2010,3,4,1,1951,265000,131.840796,75
multi_family,,2326,2,3,1,2022,224900,96.68959587,4
condos,condo,751,2,2,1,1985,114900,152.9960053,41
land,,1650,0,,,,75000,45.45454545,2026
single_family,,1470,2,3,2,1997,276998,188.4340136,29
single_family,,2700,3,3,2,1996,699000,258.8888889,30
single_family,,1800,2,3,1,1990,389000,216.1111111,36
land,,1650,0,,,,125000,75.75757576,2026
single_family,,3070,3,4,1,1963,1425000,464.1693811,63
single_family,,2000,3,4,,1955,170000,85,71
single_family,,1859,2,3,2,1985,369000,198.4938139,41
single_family,,3143,3,5,2,2003,399900,127.2351257,23
single_family,,2629,7,5,2,2006,997500,379.4218334,20
single_family,,1967,,4,2,,302565,153.8205389,2026
townhouse,,1674,,3,2,,215999,129.0316607,2026
single_family,,2017,3,4,1,1954,375000,185.9196827,72
single_family,,1835,2,4,2,1999,289900,157.9836512,27
single_family,,2349,3,4,2,2016,850000,361.856109,10
land,,1650,,,,,75000,45.45454545,2026
condos,condo,730,1,1,1,1982,600000,821.9178082,44
condos,condo,1242,2,2,,1987,194000,156.1996779,39
single_family,,3494,4,4,2,2003,759000,217.2295363,23
single_family,,1045,,2,1,,185000,177.0334928,2026
single_family,,1872,3,4,2,1999,355000,189.6367521,27
single_family,,1518,,3,2,,,0,2026
single_family,,3335,4,4,2,,450980,135.2263868,2026
single_family,,3799,3,4,2,2004,450000,118.4522243,22
single_family,,1182,,3,1,,263900,223.2656514,2026
single_family,,1904,,3,1,,444995,233.7158613,2026
single_family,,3429,5,5,,,1988000,579.7608632,2026
single_family,,1300,2,4,1,,90000,69.23076923,2026
single_family,,2372,,4,2,,689990,290.8895447,2026
single_family,,1319,2,3,1,2014,319900,242.5322214,12
single_family,,2618,4,4,2,2025,1740000,664.6294882,1
single_family,,1947,2,3,1,1970,339999,174.6271186,56
single_family,,1578,2,3,,2003,409000,259.1888466,23
single_family,,1434,,3,1,,272990,190.3695955,2026
townhomes,townhouse,1663,3,3,2,2008,305000,183.4034877,18
single_family,,3840,2,5,2,1906,474900,123.671875,120
condos,condo,1400,3,2,2,,223000,159.2857143,2026
land,,1650,0,,,,319900,193.8787879,2026
single_family,,1050,1,3,1,1964,192500,183.3333333,62
townhomes,townhouse,1362,3,3,2,2025,207999,152.715859,1
single_family,,1565,,3,1,,310200,198.2108626,2026
single_family,,1925,2,3,2,2000,295000,153.2467532,26
single_family,,1108,1,3,1,1949,119000,107.400722,77
condos,condo,1001,2,2,,,219900,219.6803197,2026
single_family,,1200,2,3,1,1970,274900,229.0833333,56
single_family,,2350,4,4,2,1987,624900,265.9148936,39
single_family,,1455,2,3,,2020,262000,180.0687285,6
single_family,,1470,2,3,3,,269900,183.6054422,2026
single_family,,1540,2,3,1,2008,465000,301.9480519,18
single_family,,3394,5,6,2,1984,2452000,722.4513848,42
single_family,,3561,3,4,2,,789000,221.5669756,2026
condos,condo,756,1,1,1,1987,144900,191.6666667,39
single_family,,4843,6,4,2,,3895000,804.2535618,2026
single_family,,3511,4,4,2,,700000,199.3733979,2026
single_family,,1664,2,3,1,1948,240000,144.2307692,78
single_family,,1901,2,3,1,1967,275000,144.6607049,59
single_family,,1164,2,4,1,1986,265000,227.6632302,40
single_family,,3579,4,5,2,2003,645000,180.217938,23
townhomes,townhouse,1120,3,2,,,309900,276.6964286,2026
single_family,,3680,4,4,2,1850,729900,198.3423913,176
single_family,,1575,2,3,2,1990,769900,488.8253968,36
single_family,,1000,1,1,1,,198900,198.9,2026
single_family,,1021,2,2,2,1983,450000,440.7443683,43
land,,1650,0,,,,80000,48.48484848,2026
single_family,,3173,2,4,,1900,4500000,1418.216199,126
single_family,,2371,3,4,2,1965,275000,115.9848165,61
single_family,,2400,2,4,1,1959,359900,149.9583333,67
land,,1650,,,,,185000,112.1212121,2026
single_family,,5895,7,6,4,1790,5900000,1000.848176,236
single_family,,2812,3,3,2,1984,545000,193.8122333,42
land,,1650,0,,,,25000,15.15151515,2026
single_family,,1417,3,3,,2022,309500,218.4191955,4
single_family,,2619,3,3,2,2001,350000,133.6387934,25
single_family,,2452,2,4,1,1964,179000,73.00163132,62
single_family,,1781,2,3,1,2012,340000,190.9039865,14
condos,condo,1300,2,2,1,2004,339999,261.5376923,22
single_family,,1775,2,3,2,1980,319900,180.2253521,46
single_family,,1505,2,3,1,,310000,205.9800664,2026
condos,condo,843,2,2,,,399000,473.3096085,2026
single_family,,1250,2,3,1,2025,239900,191.92,1
condos,condo,575,1,1,,1985,84900,147.6521739,41
single_family,,1626,2,3,1,2008,309900,190.5904059,18
single_family,,2241,3,3,2,2022,419500,187.1932173,4
single_family,,3268,3,4,2,2020,500000,152.998776,6
single_family,,3129,3,4,2,,497710,159.0635986,2026
single_family,,1800,2,3,,1960,140000,77.77777778,66
single_family,,1443,2,2,1,1958,210000,145.5301455,68
condos,condo,1540,1,2,3,1860,1049000,681.1688312,166
single_family,,2785,3,4,1,2020,660000,236.983842,6
single_family,,1970,2,3,1,1997,349000,177.1573604,29
single_family,,2880,3,3,1,1963,1250000,434.0277778,63
single_family,,3241,5,5,,,418830,129.2286331,2026
single_family,,1728,2,3,1,2001,349900,202.4884259,25
single_family,,1345,,2,1,,,0,2026
single_family,,1787,3,3,1,1950,270000,151.0912143,76
single_family,,2865,5,4,2,2008,427777,149.3113438,18
single_family,,2547,4,4,2,1994,495000,194.3462898,32
condos,condo,655,1,1,,,185000,282.4427481,2026
single_family,,5390,6,6,2,1994,799999,148.42282,32
single_family,,3639,4,3,,2015,899000,247.0458917,11
single_family,,1475,2,3,1,1968,205000,138.9830508,58
single_family,,1435,2,3,1,,353750,246.5156794,2026
single_family,,1500,2,4,1,2024,330000,220,2
single_family,,2748,2,5,2,1970,179000,65.13828239,56
land,,1650,0,,,,30000,18.18181818,2026
single_family,,1650,2,3,1,2002,450000,272.7272727,24
single_family,,2452,2,4,1,1964,179000,73.00163132,62
single_family,,2009,2,3,,2024,355000,176.7048283,2
condos,condo,1300,4,3,2,1978,225000,173.0769231,48
land,,1650,0,,,,85900,52.06060606,2026
single_family,,3254,6,5,2,1999,3895000,1196.988322,27
single_family,,2387,2,3,2,1985,525000,219.941349,41
land,,1650,0,,,,35000,21.21212121,2026
single_family,,3362,8,7,3,2025,2600000,773.3491969,1
single_family,,1317,2,3,1,2025,374900,284.6621109,1
single_family,,1459,2,3,1,,254300,174.297464,2026
single_family,,2335,3,4,1,1977,289000,123.7687366,49
condos,condo,1104,2,3,,1985,179900,162.9528986,41
single_family,,1564,2,3,,2024,299999,191.8152174,2
single_family,,2256,4,3,1,2020,725000,321.3652482,6
single_family,,4186,4,4,2,2010,1375000,328.475872,16
single_family,,1650,2,3,1,1993,229500,139.0909091,33
single_family,,1758,2,3,,1957,280500,159.556314,69
single_family,,1158,1,2,,1955,87700,75.73402418,71
condos,condo,1064,2,3,1,1980,467500,439.3796992,46
single_family,,2533,3,4,2,2003,364900,144.0584287,23
single_family,,1920,2,5,1,2025,284900,148.3854167,1
single_family,,2013,2,3,1,1975,259900,129.1107799,51
single_family,,4200,4,5,2,1979,575000,136.9047619,47
single_family,,5279,6,4,1,2021,2290000,433.7942792,5
single_family,,1464,3,3,3,1980,1175000,802.5956284,46
single_family,,2120,3,4,3,1972,325000,153.3018868,54
single_family,,3358,4,4,2,2025,699500,208.308517,1
single_family,,1658,2,3,1,1940,425000,256.3329312,86
condos,condo,872,2,2,1,1980,289900,332.4541284,46
single_family,,2176,5,7,2,1956,1800000,827.2058824,70
condos,condo,2311,5,5,,2006,480000,207.7022934,20
land,,1650,0,,,,50000,30.3030303,2026
single_family,,3294,4,4,2,2020,679000,206.1323619,6
single_family,,1464,2,3,1,2001,365000,249.3169399,25
single_family,,5100,6,5,2,2007,1350000,264.7058824,19
single_family,,5300,6,4,2,2002,1100000,207.5471698,24
single_family,,721,1,2,1,1954,154900,214.8404993,72
single_family,,1903,,4,2,,261999,137.6768261,2026
single_family,,2735,3,3,2,2014,499900,182.7787934,12
single_family,,1702,2,3,1,1988,249900,146.827262,38
single_family,,1577,2,3,1,1965,199000,126.1889664,61
townhomes,,1811,3,4,2,,251355,138.7934843,2026
single_family,,2280,2,3,1,1930,240000,105.2631579,96
condos,condo,1416,3,2,2,1973,512000,361.5819209,53
single_family,,1650,2,3,1,2021,339900,206,5
single_family,,1814,2,3,1,1991,515000,283.9029768,35
single_family,,1426,2,4,1,1979,190000,133.2398317,47
land,,1650,0,,,,45000,27.27272727,2026
single_family,,1514,2,2,1,1960,225000,148.6129458,66
single_family,,1308,1,3,1,1944,245000,187.3088685,82
single_family,,1608,2,3,1,1974,199000,123.7562189,52
single_family,,1478,2,3,2,1990,299900,202.9093369,36
single_family,,1021,2,3,1,1920,135000,132.2233105,106
single_family,,1528,2,3,1,2003,309900,202.8141361,23
townhomes,townhouse,1605,3,3,3,2021,227000,141.4330218,5
single_family,,1890,2,3,1,1988,325000,171.957672,38
condos,condo,1296,2,2,1,2000,509000,392.7469136,26
single_family,,2869,2,3,1,1968,289999,101.0801673,58
single_family,,1544,3,3,2,1991,445000,288.2124352,35
single_family,,2626,3,4,2,2017,599999,228.4840061,9
single_family,,3600,5,7,,1930,290000,80.55555556,96
single_family,,1965,,3,2,,282990,144.0152672,2026
single_family,,1704,3,3,2,,280000,164.3192488,2026
condos,condo,1780,3,4,1,2006,529900,297.6966292,20
single_family,,2697,3,4,2,,484515,179.6496107,2026
single_family,,2000,3,4,3,1998,469900,234.95,28
townhomes,townhouse,1415,3,3,2,2025,214990,151.9363958,1
single_family,,1764,2,3,2,1961,995000,564.0589569,65
single_family,,1618,,3,1,,268990,166.2484549,2026
single_family,,3954,,5,2,,399800,101.1127972,2026
single_family,,5572,6,6,1,2018,1389999,249.4614142,8
single_family,,4182,5,5,3,2009,1718000,410.8082257,17
single_family,,1214,2,3,,1950,191900,158.0724876,76
townhomes,,1418,3,3,2,,276990,195.3385049,2026
condos,condo,1176,3,3,1,1981,399500,339.7108844,45
single_family,,3500,4,4,2,2021,879500,251.2857143,5
single_family,,1546,2,3,,1959,250000,161.7076326,67
single_family,,2240,,2,1,,,0,2026
condos,condo,1403,2,2,1,2005,399900,285.0320741,21
single_family,,2316,2,4,2,2012,479000,206.8221071,14
multi_family,,3096,4,8,1,1980,285000,92.05426357,46
single_family,,2194,,3,2,,374990,170.9161349,2026
condos,condo,1148,2,2,1,1986,169000,147.2125436,40
single_family,,1706,2,3,1,2025,479800,281.2426729,1
condos,condo,606,1,1,3,2001,119500,197.1947195,25
multi_family,,1250,,4,,1965,240000,192,61
single_family,,1459,,3,1,,281990,193.2762166,2026
single_family,,2010,3,3,2,1997,375000,186.5671642,29
single_family,,2400,3,4,2,2009,385000,160.4166667,17
single_family,,2995,4,5,2,,458900,153.2220367,2026
condos,condo,1080,1,2,1,1958,239000,221.2962963,68
condos,condo,1224,2,3,1,1994,211900,173.120915,32
single_family,,1650,3,3,2,2025,415000,251.5151515,1
condos,condo,807,2,2,1,1987,149000,184.6344486,39
single_family,,1268,2,2,1,1940,219900,173.4227129,86
