Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
single_family,,2900,3,3,2,1991,390000,134.4827586,35
single_family,,2291,3,4,1,,411050,179.4194675,2026
land,,1650,,,,,104000,63.03030303,2026
single_family,,2430,,3,1,,657990,270.7777778,2026
townhomes,townhouse,1482,3,3,2,2022,255000,172.0647773,4
land,,1650,0,,,,54900,33.27272727,2026
single_family,,3206,,5,2,,415490,129.5976294,2026
single_family,,2150,3,4,2,2014,499900,232.5116279,12
single_family,,2342,4,4,2,1940,998500,426.3450043,86
single_family,,1227,2,3,1,2007,250000,203.7489813,19
single_family,,2265,3,3,2,1997,450000,198.6754967,29
single_family,,2185,,3,1,,566990,259.4919908,2026
single_family,,2100,2,3,,1910,199900,95.19047619,116
single_family,,1858,2,3,,2001,315000,169.5371367,25
single_family,,1848,2,3,1,2025,419900,227.2186147,1
single_family,,2298,3,5,2,2020,331000,144.0382942,6
single_family,,1905,3,4,1,2022,850000,446.1942257,4
single_family,,4000,4,4,2,1900,6950000,1737.5,126
single_family,,1339,2,3,1,2019,325000,242.7184466,7
multi_family,,1650,,,,1985,399000,241.8181818,41
condos,condo,1650,2,3,2,1981,165000,100,45
condos,condo,250,1,,,1978,209900,839.6,48
single_family,,2400,3,4,2,1980,795000,331.25,46
single_family,,5873,5,5,2,2000,1100000,187.2978035,26
single_family,,1680,2,3,1,2000,609000,362.5,26
single_family,,1779,3,3,2,2005,324900,182.6306914,21
single_family,,1203,2,3,1,2025,223583,185.8545303,1
single_family,,2878,3,3,1,1986,415000,144.1973593,40
single_family,,3326,3,4,3,2024,894900,269.0619363,2
single_family,,1120,2,3,1,1960,184000,164.2857143,66
townhomes,townhouse,2007,3,3,3,2025,384990,191.8236173,1
single_family,,1331,2,4,1,2022,265000,199.0984222,4
single_family,,3113,,5,2,,,0,2026
single_family,,1320,2,3,1,1992,325000,246.2121212,34
single_family,,1601,,3,1,,334999,209.2435978,2026
single_family,,1443,2,3,1,1998,349900,242.4809425,28
single_family,,2347,4,6,2,1952,785000,334.4695356,74
single_family,,3050,4,3,1,1943,415000,136.0655738,83
single_family,,2847,4,4,2,2020,429000,150.6849315,6
multi_family,,1890,2,4,1,1973,205000,108.4656085,53
single_family,,1961,3,4,2,2025,329900,168.2304946,1
single_family,,1020,1,3,,1960,339000,332.3529412,66
single_family,,810,1,2,,2024,193500,238.8888889,2
single_family,,1657,2,3,1,2022,454000,273.989137,4
single_family,,2053,2,3,2,1986,375000,182.6595226,40
single_family,,2593,3,3,,2004,485000,187.0420363,22
condos,condo,978,2,2,1,2005,125000,127.8118609,21
land,,1650,0,,,,99500,60.3030303,2026
single_family,,1700,2,3,1,1970,295000,173.5294118,56
land,,1650,,,,,40000,24.24242424,2026
single_family,,1678,2,3,2,1980,247500,147.4970203,46
single_family,,1450,2,3,1,1975,315000,217.2413793,51
townhomes,townhouse,1232,3,3,2,,157000,127.4350649,2026
single_family,,3488,2,4,,1856,150000,43.00458716,170
single_family,,1650,2,2,1,2005,215000,130.3030303,21
land,,1650,0,,,,190000,115.1515152,2026
condos,condo,1216,2,3,7,2001,312500,256.9901316,25
single_family,,2800,3,4,2,1938,799000,285.3571429,88
single_family,,1650,2,3,2,2008,324900,196.9090909,18
single_family,,2358,2,3,1,1964,299900,127.1840543,62
single_family,,5758,3,5,2,1919,298000,51.75408128,107
single_family,,2016,3,4,1,1974,215500,106.8948413,52
single_family,,2452,3,4,1,1969,325000,132.5448613,57
single_family,,1320,2,3,1,1978,240000,181.8181818,48
single_family,,1786,2,3,,,415000,232.3628219,2026
single_family,,2199,3,4,1,2021,525000,238.744884,5
single_family,,1728,2,3,1,2010,435000,251.7361111,16
single_family,,2211,3,4,2,2004,375000,169.6065129,22
single_family,,2643,,4,2,,,0,2026
single_family,,1572,,3,1,,295000,187.6590331,2026
single_family,,1187,1,2,1,1988,299500,252.316765,38
townhomes,townhouse,1650,3,2,3,,269900,163.5757576,2026
single_family,,1541,1,2,1,1900,89000,57.75470474,126
single_family,,1180,2,3,,2025,205000,173.7288136,1
single_family,,2000,2,4,1,1976,360000,180,50
single_family,,2400,2,4,1,2002,250000,104.1666667,24
single_family,,4140,4,4,2,1985,498000,120.2898551,41
single_family,,2546,2,4,1,1966,299500,117.6355067,60
condos,condo,1465,2,3,1,2006,300000,204.778157,20
single_family,,3080,4,4,2,2003,489900,159.0584416,23
single_family,,907,2,2,2,1968,399000,439.9117971,58
single_family,,1105,2,3,1,,330490,299.0859729,2026
condos,condo,1460,2,2,1,1989,424900,291.0273973,37
single_family,,3235,4,6,2,1973,650000,200.927357,53
condos,condo,1160,3,3,2,2005,210000,181.0344828,21
single_family,,8560,10,7,,1995,11499000,1343.341121,31
single_family,,2558,3,4,2,,449900,175.8795934,2026
land,,1650,0,,,,80000,48.48484848,2026
single_family,,1635,2,3,,2001,300000,183.4862385,25
single_family,,1884,2,4,1,1972,465000,246.8152866,54
single_family,,1370,2,3,1,1960,175900,128.3941606,66
single_family,,1955,,4,2,,247999,126.8537084,2026
single_family,,1190,2,3,1,2025,177500,149.1596639,1
single_family,,2252,3,4,1,1970,660000,293.0728242,56
multi_family,,3556,5,6,1,2020,675000,189.8200225,6
land,,1650,0,,,,129900,78.72727273,2026
single_family,,3200,6,5,3,2025,3495000,1092.1875,1
single_family,,1066,1,3,1,1970,149900,140.619137,56
single_family,,2825,4,4,2,2013,529000,187.2566372,13
single_family,,1762,3,3,2,2017,550000,312.1452894,9
single_family,,2190,3,4,2,,435028,198.6429224,2026
land,,1650,0,,,,143000,86.66666667,2026
single_family,,2135,3,3,,2025,610000,285.7142857,1
single_family,,1114,2,2,1,2014,232000,208.2585278,12
single_family,,1674,4,5,2,2004,515900,308.1839904,22
single_family,,978,1,2,1,1960,65000,66.46216769,66
single_family,,1520,2,3,1,1947,199900,131.5131579,79
land,,1650,0,,,,11000,6.666666667,2026
single_family,,1650,5,5,,2002,749000,453.9393939,24
single_family,,2025,3,4,,,314553,155.3348148,2026
condos,condo,360,1,1,,1985,87000,241.6666667,41
single_family,,1650,1,3,1,,165000,100,2026
single_family,,3021,4,4,1,2016,710000,235.0215161,10
single_family,,1000,1,3,1,1960,100000,100,66
single_family,,784,1,2,,1945,295000,376.2755102,81
single_family,,1740,2,4,,,433560,249.1724138,2026
land,,1650,0,,,,20000,12.12121212,2026
single_family,,2952,,5,2,,1105990,374.6578591,2026
single_family,,2963,3,4,,2017,385000,129.9358758,9
multi_family,,1692,,4,,1950,295000,174.3498818,76
single_family,,1183,,3,1,,,0,2026
single_family,,1840,2,3,1,2003,399900,217.3369565,23
single_family,,2583,3,4,1,1940,249500,96.59310879,86
land,,1650,0,,,,40000,24.24242424,2026
single_family,,2541,3,5,2,,342990,134.9822904,2026
single_family,,1478,2,2,1,,350000,236.8064953,2026
single_family,,1457,2,3,1,1964,340000,233.3562114,62
single_family,,1064,2,3,1,1995,199000,187.0300752,31
townhomes,townhouse,1856,3,3,2,1986,349900,188.5237069,40
condos,condo,1550,2,3,,2008,305000,196.7741935,18
land,,1650,0,,,,90000,54.54545455,2026
land,,1650,,,,,140000,84.84848485,2026
single_family,,4771,5,5,2,2008,2500000,523.9991616,18
single_family,,400,0,0,,1995,199900,499.75,31
townhomes,townhouse,1585,3,3,2,2006,311900,196.7823344,20
single_family,,5386,7,5,,,8999999,1670.9987,2026
single_family,,2663,3,4,,1989,489900,183.9654525,37
single_family,,2057,2,3,1,1975,285000,138.5512883,51
single_family,,3047,4,4,2,2025,1075000,352.8060387,1
single_family,,1562,2,3,1,2017,279900,179.1933419,9
single_family,,2644,3,4,2,,369900,139.9016641,2026
condos,condo,2010,3,3,,,912500,453.9800995,2026
condos,condo,1040,2,2,1,1997,375000,360.5769231,29
single_family,,4093,5,5,2,2015,749000,182.9953579,11
single_family,,1288,2,3,,1990,175000,135.8695652,36
land,,1650,0,,,,40000,24.24242424,2026
single_family,,3098,3,3,,,1175000,379.2769529,2026
single_family,,1544,3,4,2,1880,899000,582.253886,146
single_family,,3150,3,5,,1910,247000,78.41269841,116
single_family,,2795,4,5,2,2021,484900,173.4883721,5
condos,condo,704,1,1,1,1986,570000,809.6590909,40
land,,1650,,,,,125000,75.75757576,2026
single_family,,2773,3,3,,,705000,254.2372881,2026
condos,condo,704,1,1,1,1986,562000,798.2954545,40
single_family,,3800,4,3,1,1976,615000,161.8421053,50
single_family,,6600,6,5,2,1986,3900000,590.9090909,40
townhomes,townhouse,1338,3,3,2,2003,320000,239.1629297,23
townhomes,townhouse,2385,4,4,2,2025,459990,192.8679245,1
condos,condo,1256,3,2,2,1982,375000,298.566879,44
single_family,,5014,4,5,2,1974,674900,134.6031113,52
single_family,,900,1,2,,,29000,32.22222222,2026
single_family,,1542,2,3,1,,289900,188.002594,2026
single_family,,930,2,2,1,1942,475000,510.7526882,84
single_family,,1020,2,2,1,1940,115000,112.745098,86
single_family,,1089,2,2,,,233500,214.4168962,2026
condos,condo,607,1,1,,1981,549000,904.4481054,45
single_family,,2100,2,3,1,1950,270000,128.5714286,76
single_family,,1000,2,3,,1984,159000,159,42
single_family,,1831,2,3,,1974,240000,131.0759148,52
single_family,,1458,2,3,1,1963,350000,240.0548697,63
single_family,,2326,3,4,2,2008,369900,159.0283749,18
single_family,,5505,7,6,3,1903,594900,108.0653951,123
single_family,,926,2,2,1,2019,238900,257.9913607,7
single_family,,2500,3,3,1,2015,899900,359.96,11
townhomes,townhouse,1200,2,2,2,1985,218900,182.4166667,41
single_family,,1060,1,1,1,1920,69900,65.94339623,106
multi_family,,18250,,41,,1996,2590000,141.9178082,30
single_family,,4480,5,5,2,1996,799999,178.5712054,30
single_family,,3233,3,4,2,2002,825000,255.1809465,24
single_family,,1352,2,3,1,1970,214900,158.9497041,56
single_family,,2072,3,3,,1992,580000,279.9227799,34
single_family,,1650,2,5,2,,430000,260.6060606,2026
single_family,,1680,2,3,1,2002,345000,205.3571429,24
single_family,,2878,3,4,2,2016,650000,225.8512856,10
single_family,,1100,1,3,1,1953,55000,50,73
townhomes,townhouse,3000,4,4,2,2024,441000,147,2
single_family,,1260,2,2,,,699000,554.7619048,2026
single_family,,2439,3,3,2,2007,479900,196.7609676,19
single_family,,3433,4,3,3,1993,539000,157.0055345,33
single_family,,896,1,2,,1960,115900,129.3526786,66
condos,condo,1177,2,2,,1981,563000,478.3347494,45
single_family,,1650,2,2,1,,269000,163.030303,2026
single_family,,1450,2,3,1,2008,199900,137.862069,18
single_family,,2324,3,5,2,2019,384000,165.232358,7
land,,1650,0,,,,36000,21.81818182,2026
single_family,,2825,3,4,1,2014,689500,244.0707965,12
land,,1650,0,,,,95000,57.57575758,2026
single_family,,1403,2,3,,2024,245000,174.6258019,2
single_family,,2303,2,3,,1950,339000,147.1993053,76
land,,1650,0,,,,105000,63.63636364,2026
single_family,,1650,1,1,1,2022,125000,75.75757576,4
single_family,,2755,3,3,2,1987,495000,179.6733212,39
land,,1650,0,,,,93925,56.92424242,2026
single_family,,1645,3,3,1,2002,450000,273.556231,24
single_family,,1032,2,3,1,1989,337000,326.5503876,37
land,,1650,0,,,,81900,49.63636364,2026
single_family,,3402,5,5,3,,920000,270.4291593,2026
single_family,,1500,2,3,1,2025,259900,173.2666667,1
single_family,,2912,3,3,2,,580000,199.1758242,2026
single_family,,1408,2,3,1,2015,230000,163.3522727,11
single_family,,1714,,3,1,,280480,163.6406068,2026
single_family,,4619,6,4,3,2026,5600000,1212.383633,0
single_family,,1368,2,3,2,1984,489000,357.4561404,42
single_family,,3364,4,6,2,1997,459900,136.7122473,29
condos,condo,918,2,2,1,1984,274900,299.4553377,42
single_family,,1924,3,3,,2024,795000,413.2016632,2
single_family,,1524,1,3,,1945,195000,127.9527559,81
single_family,,6740,7,6,3,2008,13500000,2002.967359,18
land,,1650,0,,,,13000,7.878787879,2026
single_family,,2142,,3,1,,,0,2026
land,,1650,0,,,,150000,90.90909091,2026
single_family,,2721,4,5,2,2022,387900,142.5578831,4
land,,1650,0,,,,63900,38.72727273,2026
single_family,,6755,7,5,4,2021,11800000,1746.854182,5
single_family,,2552,3,4,1,2025,377990,148.1152038,1
single_family,,2800,4,3,1,2014,624999,223.2139286,12
single_family,,1410,2,3,1,1985,269900,191.4184397,41
townhomes,townhouse,1230,2,2,,2024,236500,192.2764228,2
single_family,,1595,2,3,,2007,390000,244.5141066,19
single_family,,1825,3,3,1,2015,645000,353.4246575,11
single_family,,1801,2,3,1,1981,215000,119.3781233,45
single_family,,2832,2,5,2,1986,654900,231.25,40
land,,1650,0,,,,19900,12.06060606,2026
single_family,,1559,2,3,1,,289990,186.010263,2026
single_family,,1998,2,3,1,2019,385000,192.6926927,7
multi_family,,2060,4,4,2,2022,288900,140.2427184,4
single_family,,4061,5,4,,,1495000,368.1359271,2026
single_family,,1297,2,3,1,1999,445000,343.0994603,27
single_family,,1928,,3,2,,269999,140.0409751,2026
single_family,,3437,4,4,2,1989,749900,218.1844632,37
single_family,,1640,2,3,2,1984,443000,270.1219512,42
townhomes,townhouse,1476,3,3,2,2023,249900,169.3089431,3
single_family,,4068,1,4,2,1832,675000,165.9292035,194
single_family,,2500,,4,2,,345690,138.276,2026
single_family,,1700,2,3,1,1900,100000,58.82352941,126
single_family,,2529,3,4,1,1987,398000,157.3744563,39
single_family,,2140,3,3,2,,488135,228.1004673,2026
single_family,,1475,,3,1,,259990,176.2644068,2026
single_family,,2325,3,3,,,298025,128.1827957,2026
single_family,,1842,3,3,,1970,230000,124.864278,56
condos,condo,1080,2,2,2,1987,169000,156.4814815,39
single_family,,1343,2,3,1,,262900,195.7557707,2026
condos,condo,1022,2,2,1,2008,150000,146.7710372,18
single_family,,2160,2,3,2,2002,515000,238.4259259,24
single_family,,2308,2,4,1,2019,410900,178.0329289,7
single_family,,1012,2,2,1,2017,265000,261.8577075,9
single_family,,1764,,4,1,,274990,155.8900227,2026
single_family,,1900,2,3,1,1966,145000,76.31578947,60
single_family,,1335,2,3,1,2005,269000,201.4981273,21
condos,condo,1000,2,2,,,250000,250,2026
multi_family,,5250,,9,,1996,475000,90.47619048,30
single_family,,2052,3,3,1,,315000,153.5087719,2026
single_family,,3648,4,4,2,2024,1800000,493.4210526,2
condos,condo,1343,2,3,1,2006,219900,163.7379002,20
single_family,,1559,2,2,1,,366550,235.1186658,2026
single_family,,1424,2,3,,1993,335000,235.252809,33
single_family,,2372,3,4,1,,699000,294.688027,2026
single_family,,1648,3,3,3,1998,557000,337.9854369,28
single_family,,2407,3,3,,,498000,206.8965517,2026
single_family,,1660,3,4,1,1961,307000,184.939759,65
condos,condo,964,2,2,1,2006,174999,181.5342324,20
single_family,,952,2,3,1,1987,175000,183.8235294,39
single_family,,3800,3,3,1,,299900,78.92105263,2026
single_family,,520,1,2,,1960,200000,384.6153846,66
condos,condo,674,1,1,1,1996,140000,207.7151335,30
single_family,,3869,4,5,2,1925,599000,154.820367,101
single_family,,1518,3,3,1,2016,824500,543.1488801,10
land,,1650,0,,,,85000,51.51515152,2026
single_family,,1389,2,2,1,1990,289000,208.0633549,36
single_family,,2450,3,4,,,349900,142.8163265,2026
single_family,,2222,3,4,2,2021,659900,296.9846985,5
single_family,,4944,4,5,2,1905,695000,140.5744337,121
single_family,,1156,2,3,1,2006,249900,216.1764706,20
single_family,,3127,4,5,2,2016,595000,190.2782219,10
single_family,,1902,2,3,1,,387900,203.9432177,2026
single_family,,1917,2,3,1,2022,418000,218.049035,4
single_family,,1890,3,3,,1978,400000,211.6402116,48
single_family,,1880,2,3,1,2025,524990,279.25,1
single_family,,1650,3,4,2,,1365000,827.2727273,2026
condos,condo,638,1,1,1,2000,325000,509.4043887,26
single_family,,1526,2,3,1,2025,299000,195.9370904,1
single_family,,1296,2,3,,,252095,194.5177469,2026
single_family,,2667,3,5,2,2010,355000,133.1083615,16
condos,condo,1785,3,3,2,2017,332500,186.2745098,9
single_family,,2717,4,4,2,,649440,239.0283401,2026
single_family,,1728,4,4,1,1950,3100000,1793.981481,76
single_family,,1803,2,3,1,2022,430000,238.4914032,4
single_family,,2700,3,4,2,2020,599900,222.1851852,6
single_family,,2530,3,4,2,2000,548500,216.798419,26
condos,condo,1440,3,3,1,1984,570000,395.8333333,42
single_family,,1224,2,3,1,2024,375000,306.372549,2
single_family,,3017,3,4,2,1980,700000,232.0185615,46
single_family,,1397,2,3,1,2023,287000,205.4402291,3
single_family,,1367,2,3,1,1998,219900,160.8632041,28
single_family,,2256,2,6,2,1950,949000,420.6560284,76
single_family,,1000,1,2,,1960,65000,65,66
single_family,,1883,2,3,1,1965,105000,55.76208178,61
single_family,,2343,3,4,2,2004,320000,136.577038,22
single_family,,3242,4,4,2,2018,1399000,431.5237508,8
single_family,,4604,5,5,2,,1795000,389.8783666,2026
single_family,,893,1,2,1,1930,179900,201.4557671,96
condos,condo,894,2,2,,1995,159900,178.8590604,31
single_family,,3234,4,5,2,2020,579000,179.0352505,6
single_family,,1867,3,3,1,2015,399900,214.1938939,11
single_family,,2570,3,3,1,2003,525000,204.2801556,23
single_family,,5732,6,6,2,,984000,171.6678297,2026
farm,,1650,,,,,305000,184.8484848,2026
single_family,,4486,4,4,2,2023,697000,155.3722693,3
single_family,,1280,2,3,1,1967,269000,210.15625,59
single_family,,4976,8,10,3,1935,2950000,592.8456592,91
single_family,,1216,3,4,2,1968,784900,645.4769737,58
single_family,,1103,2,3,1,1971,171777,155.7361741,55
single_family,,1016,2,3,1,1969,245000,241.1417323,57
land,,1650,0,,,,200000,121.2121212,2026
single_family,,1038,1,2,,1950,219900,211.849711,76
single_family,,1377,2,3,1,1998,259900,188.7436456,28
single_family,,1475,2,3,1,2012,395000,267.7966102,14
single_family,,1148,2,3,,2004,200000,174.2160279,22
single_family,,825,1,3,,1948,116565,141.2909091,78
single_family,,2394,3,3,2,,387630,161.9172932,2026
single_family,,3096,4,3,2,,1325000,427.9715762,2026
condos,condo,500,1,1,,1980,158000,316,46
single_family,,1678,2,4,1,2025,425000,253.2777116,1
single_family,,1400,2,3,,1928,160000,114.2857143,98
condos,condo,970,2,2,,1996,155000,159.7938144,30
single_family,,1579,2,3,1,,298000,188.7270424,2026
single_family,,2032,2,4,1,2020,475000,233.7598425,6
single_family,,1236,1,3,1,1922,99500,80.50161812,104
single_family,,1656,3,5,2,2004,1499900,905.736715,22
single_family,,2540,3,4,3,2024,795000,312.992126,2
single_family,,2926,4,4,,1995,449900,153.7593985,31
single_family,,2455,2,4,2,2006,349900,142.5254582,20
single_family,,2462,3,4,2,2003,689900,280.2193339,23
land,,1650,,,,,95000,57.57575758,2026
single_family,,1997,2,3,,,625900,313.4201302,2026
single_family,,1924,2,3,,2000,609000,316.5280665,26
condos,condo,650,1,1,1,1987,124900,192.1538462,39
single_family,,1972,2,3,1,1938,399000,202.3326572,88
single_family,,3220,,4,2,,576990,179.189441,2026
condos,condo,810,2,2,1,1984,174500,215.4320988,42
single_family,,2015,3,3,2,2004,500000,248.1389578,22
single_family,,2279,3,3,1,2019,585000,256.6915314,7
condos,condo,695,2,1,1,1984,179000,257.5539568,42
single_family,,1776,2,3,1,1993,309900,174.4932432,33
single_family,,1585,2,3,1,2005,325000,205.0473186,21
single_family,,2350,2,4,1,2000,329000,140,26
single_family,,3000,4,4,3,1812,395000,131.6666667,214
single_family,,2286,3,3,2,2021,389900,170.55993,5
single_family,,1550,2,3,1,1975,249900,161.2258065,51
condos,condo,637,1,1,1,1985,163900,257.299843,41
single_family,,1122,2,3,,1958,124000,110.516934,68
single_family,,4748,3,4,1,1940,550000,115.8382477,86
single_family,,1462,1,4,2,,199900,136.7305062,2026
single_family,,1045,,2,1,,250000,239.2344498,2026
condos,condo,208,1,,1,1968,79900,384.1346154,58
condo_townhome,,1498,,3,2,,,0,2026
single_family,,2128,3,4,2,1979,459900,216.1184211,47
condos,condo,1131,2,2,7,2007,359900,318.2139699,19
single_family,,904,1,3,1,1969,160000,176.9911504,57
single_family,,7500,7,5,2,2014,2100000,280,12
single_family,,2825,3,4,1,2014,689500,244.0707965,12
single_family,,5013,4,5,2,1930,344000,68.62158388,96
single_family,,1200,1,2,1,2000,250000,208.3333333,26
single_family,,2453,3,4,,2018,399900,163.0248675,8
single_family,,2512,2,3,2,1936,170000,67.67515924,90
single_family,,2530,3,3,1,,690000,272.7272727,2026
townhomes,,1708,3,3,2,,216859,126.9666276,2026
condo_townhome,,1605,,3,2,,,0,2026
single_family,,3250,4,3,1,2001,670000,206.1538462,25
single_family,,2656,,4,2,,435150,163.8365964,2026
single_family,,3055,,4,2,,414990,135.8396072,2026
single_family,,4014,6,5,2,1990,649000,161.6841056,36
single_family,,2602,,4,2,,371990,142.9631053,2026
condos,condo,360,1,,7,1973,77000,213.8888889,53
single_family,,3680,,5,2,,467500,127.0380435,2026
single_family,,1897,2,3,1,1976,565000,297.8386927,50
single_family,,1357,3,3,2,2006,227900,167.9439941,20
single_family,,1475,,3,1,,289880,196.5288136,2026
single_family,,2213,3,3,2,1893,795000,359.2408495,133
single_family,,2399,4,4,,2018,570000,237.5989996,8
single_family,,2859,4,4,1,2024,697000,243.7915355,2
single_family,,1488,2,3,1,1982,250000,168.0107527,44
condos,condo,360,1,,7,1973,75900,210.8333333,53
single_family,,2510,3,4,1,2025,394027,156.9828685,1
single_family,,5368,7,5,2,2006,1875000,349.2921013,20
single_family,,2044,2,4,1,1959,365000,178.5714286,67
single_family,,1587,,4,1,,389990,245.7403907,2026
single_family,,2374,3,4,2,2008,273000,114.9957877,18
single_family,,1544,2,3,2,1981,415000,268.7823834,45
farm,,1650,0,,,,295000,178.7878788,2026
single_family,,2265,2,4,1,1972,289900,127.99117,54
condos,condo,602,2,1,1,1985,110000,182.7242525,41
single_family,,2060,2,3,1,1966,269900,131.0194175,60
condos,condo,980,2,2,1,1988,164900,168.2653061,38
single_family,,2291,3,4,2,,391000,170.6678306,2026
single_family,,2148,3,3,1,1945,364900,169.8789572,81
single_family,,2325,3,3,,,274900,118.2365591,2026
multi_family,,1773,,4,,1976,325000,183.3051325,50
single_family,,1474,2,3,1,,269000,182.4966079,2026
land,,1650,,,,,25000,15.15151515,2026
single_family,,1600,2,2,1,2006,324900,203.0625,20
single_family,,2430,3,4,2,1988,475000,195.473251,38
single_family,,1232,2,4,2,1964,1099100,892.1266234,62
single_family,,2500,3,3,2,2003,418500,167.4,23
land,,1650,0,,,,218000,132.1212121,2026
single_family,,1618,2,3,1,,344990,213.2200247,2026
single_family,,1386,3,3,1,,210000,151.5151515,2026
single_family,,3201,4,4,2,1985,850000,265.5420181,41
single_family,,1750,2,3,1,1930,498500,284.8571429,96
land,,1650,0,,,,750000,454.5454545,2026
townhomes,townhouse,1528,3,3,2,,299900,196.2696335,2026
townhomes,townhouse,1590,3,3,2,2004,269500,169.4968553,22
condos,condo,1565,2,3,1,2019,419900,268.3067093,7
land,,1650,0,,,,30000,18.18181818,2026
single_family,,1858,2,3,2,2008,275000,148.0086114,18
single_family,,3611,4,4,2,1950,3125000,865.4112434,76
condos,condo,1188,2,2,,1985,275000,231.4814815,41
single_family,,966,1,3,,1956,250000,258.7991718,70
single_family,,2300,2,3,1,2000,450000,195.6521739,26
single_family,,1307,2,3,1,2001,225000,172.1499617,25
single_family,,1590,2,3,,1978,150000,94.33962264,48
single_family,,2650,3,4,1,1970,1300000,490.5660377,56
single_family,,3091,4,5,1,1971,525000,169.8479456,55
single_family,,1628,2,3,1,2006,330000,202.7027027,20
single_family,,3006,3,5,2,1996,405000,134.7305389,30
single_family,,1084,1,2,1,1950,190000,175.2767528,76
single_family,,1503,2,2,1,2014,340000,226.2142382,12
single_family,,1833,3,4,1,1963,425000,231.8603382,63
single_family,,2485,3,4,1,2002,1100000,442.6559356,24
single_family,,1531,2,3,1,,270000,176.3553233,2026
single_family,,3082,3,4,2,1920,250000,81.11615834,106
single_family,,1443,3,4,1,1969,339000,234.9272349,57
single_family,,1650,4,4,2,1988,559900,339.3333333,38
townhouse,,1305,,3,2,,199990,153.2490421,2026
single_family,,4225,6,6,3,2014,1990000,471.0059172,12
single_family,,2966,4,4,2,2007,375000,126.4329063,19
single_family,,1025,2,3,1,1981,99500,97.07317073,45
condos,condo,1500,3,3,,1998,419500,279.6666667,28
single_family,,1413,2,3,1,2006,269000,190.3750885,20
single_family,,2525,3,3,1,2025,525900,208.2772277,1
single_family,,2842,,4,2,,337990,118.9268121,2026
land,,1650,0,,,,349000,211.5151515,2026
single_family,,2762,3,4,,1964,289900,104.9601738,62
single_family,,1920,2,4,1,1988,485000,252.6041667,38
single_family,,2255,3,4,1,2011,454900,201.72949,15
land,,1650,0,,,,69000,41.81818182,2026
single_family,,1507,2,2,1,,363870,241.4532183,2026
single_family,,1720,2,3,1,2025,314900,183.0813953,1
single_family,,2124,2,3,1,1981,319324,150.3408663,45
land,,1650,0,,,,57999,35.15090909,2026
single_family,,2500,3,3,2,1975,425000,170,51
single_family,,1140,,3,1,,269400,236.3157895,2026
single_family,,2002,3,4,2,1999,665000,332.1678322,27
single_family,,1821,2,4,,2001,269900,148.2152663,25
single_family,,2224,3,4,2,1966,319900,143.8399281,60
townhomes,,1558,3,3,2,,314261,201.7079589,2026
single_family,,1516,3,3,2,,444000,292.8759894,2026
single_family,,1183,2,3,1,2023,220000,185.9678783,3
single_family,,1100,2,3,1,1984,585000,531.8181818,42
single_family,,1835,,3,1,,386990,210.893733,2026
condos,condo,584,1,2,1,1985,219900,376.5410959,41
condos,condo,1114,3,2,2,2004,265000,237.8815081,22
single_family,,2906,3,4,1,,470330,161.8479009,2026
land,,1650,,,,,135000,81.81818182,2026
single_family,,1631,2,4,1,1975,275000,168.6082158,51
single_family,,1906,2,3,1,2002,509900,267.5236097,24
single_family,,3373,4,4,2,2024,935000,277.2013045,2
land,,1650,0,,,,750000,454.5454545,2026
single_family,,1300,2,3,1,1997,329000,253.0769231,29
land,,1650,,,,,154000,93.33333333,2026
single_family,,1100,1,2,1,1975,199900,181.7272727,51
single_family,,1367,2,3,1,1988,305000,223.1163131,38
single_family,,3160,3,4,1,1966,269777,85.37246835,60
single_family,,1638,2,3,,1956,250000,152.6251526,70
condos,condo,978,3,3,1,1969,255000,260.7361963,57
single_family,,1228,2,3,1,2024,227940,185.6188925,2
single_family,,1961,2,3,1,1920,335000,170.8312086,106
single_family,,2019,3,3,2,2024,400000,198.1178801,2
single_family,,1350,2,3,1,1998,265000,196.2962963,28
condos,condo,848,2,2,1,1987,176500,208.1367925,39
condos,condo,1100,2,2,1,1994,272000,247.2727273,32
single_family,,1407,2,3,1,1978,270000,191.8976546,48
single_family,,582,1,1,2,2020,199900,343.4707904,6
single_family,,3929,5,5,3,2006,699500,178.0351234,20
condos,condo,762,1,2,1,1985,319999,419.9461942,41
single_family,,1618,2,3,1,2025,323990,200.2410383,1
single_family,,3500,,4,2,,395000,112.8571429,2026
single_family,,1666,2,4,1,,289500,173.7695078,2026
single_family,,3541,4,5,2,2022,675000,190.6241175,4
,,1700,,3,2,,298900,175.8235294,2026
multi_family,,1410,,,,1950,315000,223.4042553,76
condos,condo,970,2,2,1,2000,139500,143.814433,26
single_family,,1429,2,2,2,1986,350000,244.926522,40
townhomes,townhouse,2859,3,4,2,2018,735000,257.0828961,8
single_family,,1475,2,3,1,,268615,182.1118644,2026
land,,1650,,,,,49000,29.6969697,2026
single_family,,2680,3,4,2,2025,572490,213.6156716,1
single_family,,3559,4,5,,,2050000,576.0044956,2026
single_family,,2016,2,2,,1965,95000,47.12301587,61
land,,1650,0,,,,77000,46.66666667,2026
townhomes,townhouse,1604,3,2,2,2005,350000,218.2044888,21
single_family,,1906,,3,2,,365990,192.019937,2026
land,,1650,,,,,219000,132.7272727,2026
